months,multiple,gb_mon,security,backup,protection,support,unlimited,contract,paperless,monthly,satisfaction,churn_value,payment_Credit Card,payment_Mailed Check,internet_type_DSL,internet_type_Fiber Optic,internet_type_None,offer_Offer A,offer_Offer B,offer_Offer C,offer_Offer D,offer_Offer E
0,0,0.141176471,0,0,1,0,1,0,1,0.563681592,0.5,0,0,0,0,1,0,0,0,0,0,1
0,0,0.552941176,0,0,1,0,1,0,1,0.411940299,0.5,0,0,0,1,0,0,0,0,0,1,0
1,1,0.164705882,1,0,1,1,1,1,1,0.917412935,0.75,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1,0,0.062686567,1,0,0,0,0,0,1,0,0,0,0,0
0.75,1,0,0,0,0,0,0,1,0,0.062686567,0.75,0,1,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0.021890547,0.5,0,1,0,0,0,1,0,0,0,0,1
0.75,0,0,0,0,0,0,0,1,0,0.012935323,1,0,1,0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,0,0,0.5,0,0.014427861,0.75,0,0,0,0,0,1,0,0,0,0,0
0,0,0.247058824,1,1,0,1,1,0,1,0.519402985,0.5,0,0,0,0,0,0,0,0,0,0,0
0,1,0.188235294,0,0,0,0,0,0,1,0.670646766,0.75,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0.022885572,0.5,0,1,0,0,0,1,0,1,0,0,0
0.75,1,0.211764706,0,0,0,1,1,0.5,1,0.793034826,0.5,0,0,0,0,1,0,0,1,0,0,0
0.25,0,0,0,0,0,0,0,0.5,0,0.017412935,1,0,1,0,0,0,1,0,0,1,0,0
1,1,0,0,0,0,0,0,1,1,0.069651741,1,0,1,0,0,0,1,0,0,0,0,0
1,1,0.176470588,1,1,1,1,1,1,0,0.523880597,0.5,0,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.015920398,0.5,0,1,0,0,0,1,0,0,0,0,1
0.75,1,0.117647059,0,1,1,0,1,0,1,0.876616915,0.75,0,0,0,0,1,0,0,1,0,0,0
0.75,0,0.152941176,1,1,1,1,1,1,0,0.808457711,0.5,0,1,0,0,1,0,0,1,0,0,0
1,0,0.082352941,1,1,1,1,1,1,1,0.66119403,0.5,0,1,0,1,0,0,0,0,0,0,0
0,0,0.341176471,1,0,0,0,1,0,1,0.674626866,0.75,0,1,0,0,1,0,0,0,0,0,1
0,0,0.341176471,0,0,0,0,1,0,0,0.261691542,0.5,0,1,0,0,0,0,0,0,0,0,1
0.75,1,0.305882353,1,1,0,1,1,1,1,0.573134328,0.5,0,1,0,1,0,0,0,1,0,0,0
0,0,0.141176471,0,0,0,0,1,0,1,0.266169154,0.75,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0.02238806,0.5,0,1,0,0,0,1,0,0,0,0,0
0.25,1,0.223529412,0,0,0,1,1,0.5,1,0.71840796,0.5,0,0,0,0,1,0,0,0,1,0,0
0.25,0,0.047058824,1,1,0,1,1,0,0,0.419900498,1,0,0,0,1,0,0,0,0,1,0,0
1,1,0.341176471,1,1,1,1,1,0.5,1,0.599004975,1,0,0,0,1,0,0,0,0,0,0,0
0.5,1,1,0,0,0,1,1,1,0,0.818905473,0.5,0,1,0,0,1,0,0,0,1,0,0
0.5,0,0,0,0,0,0,0,0,0,0.020895522,0.5,0,1,0,0,0,1,0,1,0,0,0
0,1,0.094117647,0,1,0,0,1,0,1,0.721393035,0.75,0,0,0,0,1,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0,0.5,1,0.019900498,0.75,0,1,0,0,0,1,0,0,1,0,0
0.25,0,0,0,0,0,0,0,1,0,0.017910448,0.5,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.013432836,0.75,0,1,0,0,0,1,0,0,0,0,0
0.25,0,0.176470588,0,1,0,1,1,0,1,0.353731343,0.75,0,0,0,1,0,0,0,0,1,0,0
0.5,0,0.129411765,1,1,1,0,1,0.5,0,0.516915423,0.75,0,1,0,0,0,0,0,0,0,0,0
0.75,0,0.552941176,1,0,0,1,0,0.5,0,0.569651741,0.5,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0.020895522,0.5,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0,0,0.5,0,0.07761194,1,0,1,0,0,0,1,0,0,0,0,0
0.75,0,0,0,0,0,0,0,0.5,0,0.023383085,1,0,0,0,0,0,1,0,0,0,0,0
0.5,0,0,0,0,0,0,0,0.5,1,0.01840796,1,0,0,0,0,0,1,0,0,1,0,0
1,1,0,0,0,0,0,0,1,1,0.062189055,0.75,0,0,0,0,0,1,0,0,0,0,0
1,1,0.282352941,0,1,1,1,0,1,1,0.917910448,1,0,1,0,0,1,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1,1,0.069651741,0.5,0,0,0,0,0,1,0,0,0,0,0
0.25,0,0.341176471,1,0,1,1,1,0.5,1,0.502487562,0.5,0,0,0,1,0,0,0,0,0,0,0
0.75,0,0,0,0,0,0,0,1,0,0.009452736,1,0,1,0,0,0,1,0,0,0,0,0
1,1,0.047058824,1,1,1,1,1,1,1,0.963681592,0.5,0,0,0,0,1,0,0,0,0,0,0
0.25,1,0.070588235,0,1,0,0,1,0,1,0.809950249,0.5,0,0,0,0,1,0,0,0,1,0,0
0,1,0.235294118,0,0,1,0,0,0,1,0.728358209,1,0,0,0,0,1,0,0,0,0,0,0
0.5,0,0.188235294,1,1,1,1,1,1,0,0.661691542,0.5,0,1,0,1,0,0,0,0,1,0,0
0.75,1,0.658823529,0,0,1,1,1,0.5,1,0.60199005,0.75,0,1,0,1,0,0,0,0,0,0,0
0.75,0,0,0,0,0,0,0,1,0,0.019900498,1,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0.01641791,0.75,0,1,0,0,0,1,0,0,0,0,0
1,1,0.694117647,1,1,0,1,1,1,1,0.791044776,0.5,0,1,0,0,1,0,0,0,0,0,0
0,0,0.294117647,0,0,1,1,1,0,1,0.817412935,0.5,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1,1,0.061691542,1,0,1,0,0,0,1,0,0,0,0,0
1,0,0.2,1,0,0,0,1,1,0,0.324875622,0.75,0,1,0,1,0,0,1,0,0,0,0
1,1,0.282352941,1,1,1,1,1,0.5,1,0.885074627,0.75,0,1,0,0,1,0,1,0,0,0,0
1,1,0.294117647,1,1,1,1,1,1,0,0.946766169,0.5,0,0,0,0,1,0,1,0,0,0,0
0.5,0,0.341176471,0,0,0,1,1,1,1,0.221890547,1,0,0,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1,0,0.077114428,0.5,0,1,0,0,0,1,0,0,0,0,0
1,1,0.305882353,1,1,1,1,1,1,1,0.932338308,0.75,0,1,0,0,1,0,1,0,0,0,0
1,0,0.164705882,1,0,1,0,1,1,1,0.353731343,0.5,0,1,0,0,0,0,1,0,0,0,0
0.5,0,0.858823529,0,0,0,1,1,0.5,1,0.535820896,0.75,0,1,0,1,0,0,0,0,0,0,0
0,1,0.2,1,0,1,0,1,0.5,0,0.602985075,0.5,0,0,0,0,0,0,0,0,0,0,0
1,0,0.235294118,1,0,1,1,1,0.5,1,0.52238806,0.5,0,0,0,1,0,0,0,0,0,0,0
0.25,0,0.564705882,1,0,0,1,1,0,1,0.576119403,0.5,0,1,0,1,0,0,0,0,0,0,0
0.75,0,0.082352941,1,1,0,1,0,1,0,0.207462687,0.5,0,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.017910448,0.5,0,1,0,0,0,1,0,0,0,0,0
0.75,0,0,0,0,0,0,0,1,0,0.017910448,0.75,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.011940299,0.75,0,0,0,0,0,1,0,0,0,0,0
0.75,1,0,0,0,0,0,0,0.5,0,0.086069652,0.75,0,0,0,0,0,1,0,0,0,0,0
0.25,0,0.811764706,0,0,1,0,0,0,1,0.315920398,1,0,1,0,1,0,0,0,0,0,0,0
0,0,0.282352941,1,0,0,0,1,0,1,0.415422886,0.5,0,0,0,1,0,0,0,0,0,0,0
0.75,1,0.176470588,1,0,1,0,1,0,1,0.659701493,0.5,0,1,0,0,1,0,0,0,0,0,0
0,0,0.2,0,0,0,0,1,0,0,0.270646766,1,0,1,0,0,0,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0,0.5,0,0.017910448,0.5,0,1,0,0,0,1,0,0,0,0,0
1,1,0.247058824,1,1,1,1,1,1,1,0.968159204,0.5,0,0,0,0,1,0,1,0,0,0,0
1,1,0.2,1,1,1,0,1,1,1,0.803482587,0.5,0,1,0,0,1,0,1,0,0,0,0
1,0,0.270588235,0,0,0,1,0,1,0,0.321393035,0.75,0,0,0,0,0,0,1,0,0,0,0
0,1,0,0,0,0,0,0,1,1,0.067164179,0.75,0,0,0,0,0,1,0,0,0,0,0
1,1,0.305882353,1,1,1,1,1,1,0,0.729353234,0.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0.010945274,0.5,0,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0,0,1,0,0.065671642,0.5,0,1,0,0,0,1,1,0,0,0,0
0.5,0,0.305882353,0,0,1,1,1,1,1,0.817412935,1,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1,0,0.067164179,0.75,0,0,0,0,0,1,1,0,0,0,0
0.5,0,0,0,0,0,0,0,0,0,0.009950249,1,0,0,0,0,0,1,0,0,0,0,0
0.75,0,0.341176471,0,1,1,1,1,0,1,0.895522388,0.75,0,0,0,0,1,0,0,0,0,0,0
0.75,0,0,0,0,0,0,0,1,0,0.018905473,1,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.017412935,1,0,1,0,0,0,1,0,0,0,0,0
0,1,0.211764706,0,1,1,0,1,0,1,0.866169154,0.5,0,0,0,0,1,0,0,0,0,0,0
1,0,0.235294118,1,1,0,0,0,0,1,0.467661692,0.5,0,1,0,1,0,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0,1,0,0.015422886,1,0,1,0,0,0,1,0,0,0,0,0
0.75,0,0,0,0,0,0,0,0,0,0.013432836,1,0,1,0,0,0,1,0,0,0,0,0
0.25,0,0,0,0,0,0,0,0.5,0,0.017910448,0.5,0,1,0,0,0,1,0,0,0,0,0
0,0,0.070588235,0,0,0,1,1,0,0,0.309950249,0.75,0,0,0,1,0,0,0,0,0,0,0
0.75,1,0.329411765,0,1,0,0,1,0,1,0.819402985,0.5,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.011940299,0.75,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0.02039801,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0.611764706,0,1,1,1,1,1,1,0.889552239,1,0,0,0,0,1,0,0,0,0,0,0
1,1,0.317647059,0,0,1,1,1,1,1,0.618905473,1,0,0,0,0,0,0,1,0,0,0,0
0.25,0,0.352941176,0,1,0,0,1,0.5,1,0.4039801,0.75,0,1,0,0,0,0,0,0,0,0,0
1,1,0.105882353,1,1,1,0,1,0.5,1,0.908955224,0.5,0,0,0,0,1,0,1,0,0,0,0
0,0,0.117647059,0,0,1,0,0,0,1,0.566169154,0.5,0,0,0,0,1,0,0,0,0,0,0
1,0,0.811764706,1,1,1,1,1,1,1,0.544776119,0.75,0,1,0,0,0,0,1,0,0,0,0
0,0,0.270588235,0,0,0,0,1,0,0,0.515920398,0.75,0,0,0,0,1,0,0,0,0,0,0
1,1,0.117647059,0,1,1,1,1,1,1,0.8,0.75,0,0,0,0,1,0,1,0,0,0,0
1,1,0.623529412,0,1,1,1,1,0.5,1,0.927363184,1,0,0,0,0,1,0,0,1,0,0,0
1,1,0.058823529,1,1,1,1,1,1,1,0.961691542,0.75,0,0,0,0,1,0,1,0,0,0,0
0.25,1,0.141176471,0,0,1,0,1,0,0,0.818905473,0.75,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0.021393035,1,0,1,0,0,0,1,0,0,0,0,0
0.5,1,0.682352941,1,1,0,0,1,0,0,0.856716418,0.75,0,0,0,0,1,0,0,0,0,0,0
0,1,0.247058824,0,1,0,1,1,0,0,0.618905473,0.5,0,1,0,1,0,0,0,0,0,1,0
1,1,0.258823529,1,1,1,1,1,1,1,0.727363184,0.5,0,0,0,1,0,0,1,0,0,0,0
0.25,0,0,0,0,0,0,0,0.5,0,0.01641791,1,0,0,0,0,0,1,0,0,0,0,0
0.25,0,0.564705882,1,0,1,1,1,0,1,0.498507463,0.5,0,0,0,1,0,0,0,0,0,1,0
1,0,0.317647059,0,1,1,1,1,1,1,0.605472637,1,0,1,0,1,0,0,1,0,0,0,0
0,1,0.129411765,1,0,0,0,1,0,0,0.619900498,0.75,0,1,0,0,1,0,0,0,0,0,0
0.25,1,0.623529412,0,1,1,1,1,0,1,0.482089552,0.5,0,0,1,1,0,0,0,0,0,1,0
0.75,1,0.152941176,1,1,0,0,1,0,1,0.678109453,1,0,0,0,0,1,0,0,1,0,0,0
1,0,0.047058824,1,1,1,0,1,0.5,0,0.31641791,0.5,0,0,0,0,0,0,0,1,0,0,0
0.5,1,0,0,0,0,0,0,1,0,0.074129353,0.75,0,1,0,0,0,1,0,0,0,0,0
0,0,0.105882353,1,1,0,1,1,0,1,0.648258706,0.5,0,1,0,0,1,0,0,0,0,0,0
1,1,0.082352941,1,0,0,1,0,1,1,0.660696517,0.75,0,1,0,0,1,0,0,1,0,0,0
0.75,0,0.235294118,0,1,1,0,1,1,1,0.462686567,0.5,0,0,1,0,0,0,0,1,0,0,0
1,1,0.070588235,1,1,0,1,1,0.5,1,0.814925373,0.75,0,0,0,0,1,0,0,1,0,0,0
1,1,0,0,0,0,0,0,1,0,0.069651741,0.75,0,0,1,0,0,1,0,1,0,0,0
0.5,0,0.835294118,1,0,1,1,1,1,0,0.222885572,0.75,0,1,0,0,0,0,0,0,0,0,0
0.25,0,0.211764706,0,1,1,1,1,0,1,0.76318408,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0.015422886,1,0,1,0,0,0,1,0,0,0,0,0
0.75,0,0.247058824,0,1,1,1,1,1,1,0.632338308,1,0,1,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0.017412935,0.75,0,0,1,0,0,1,0,0,0,0,1
0.5,1,0.188235294,1,0,1,0,1,0,1,0.411442786,0.5,0,0,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1,0,0.067164179,1,0,1,0,0,0,1,0,1,0,0,0
0,1,0.047058824,1,0,1,0,1,0,1,0.657711443,0.5,0,1,0,0,1,0,0,0,0,1,0
0,0,0.564705882,0,0,0,0,0,0,0,0.371144279,1,0,0,1,1,0,0,0,0,0,0,1
1,0,0.623529412,1,0,0,1,1,1,0,0.568159204,0.5,0,1,0,1,0,0,1,0,0,0,0
0.5,0,0.2,0,0,0,1,1,0.5,0,0.408457711,0.75,0,0,0,1,0,0,0,0,0,0,0
0.25,1,0.305882353,1,0,0,0,1,0,1,0.476119403,0.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0.005472637,1,0,0,1,0,0,1,0,0,0,1,0
1,1,0.282352941,1,0,1,1,1,1,0,0.678606965,0.75,0,1,0,0,0,0,0,1,0,0,0
0,0,0.694117647,1,0,0,0,1,0,1,0.33681592,0.5,0,1,0,0,0,0,0,0,0,1,0
1,0,0.341176471,1,1,1,1,0,1,1,0.290049751,0.5,0,0,1,1,0,0,1,0,0,0,0
1,1,0.047058824,1,1,1,0,1,0.5,1,0.904477612,0.75,0,1,0,0,1,0,0,1,0,0,0
1,1,0.694117647,1,1,0,0,1,0.5,1,0.76318408,0.75,0,1,0,0,1,0,0,1,0,0,0
1,0,0.270588235,0,1,1,1,1,1,1,0.609452736,0.75,0,1,0,1,0,0,1,0,0,0,0
1,1,0.176470588,1,1,1,1,1,1,0,0.96318408,0.5,0,1,0,0,1,0,1,0,0,0,0
0.75,1,0.552941176,1,0,0,1,1,0.5,1,0.765174129,0.5,0,0,1,0,1,0,0,1,0,0,0
1,1,0.858823529,0,1,0,1,0,0,0,0.867164179,0.75,0,0,0,0,1,0,0,1,0,0,0
0.25,0,0,0,0,0,0,0,0.5,0,0.01840796,1,0,0,0,0,0,1,0,0,0,0,0
0.5,0,0,0,0,0,0,0,1,0,0.024378109,1,0,0,1,0,0,1,0,1,0,0,0
0.25,0,0,0,0,0,0,0,0.5,0,0.020895522,0.75,0,0,1,0,0,1,0,0,0,0,0
0.5,0,0,0,0,0,0,0,0.5,0,0.014427861,0.75,0,0,1,0,0,1,0,0,0,0,0
1,0,0.623529412,1,1,1,1,1,1,0,0.668656716,0.5,0,0,0,1,0,0,1,0,0,0,0
0.75,0,0.305882353,1,0,1,1,0,1,0,0.22039801,0.5,0,1,0,1,0,0,0,1,0,0,0
1,1,0.329411765,0,1,0,1,1,0.5,1,0.865174129,0.5,0,0,0,0,1,0,1,0,0,0,0
1,1,0.329411765,1,1,1,0,1,1,0,0.819900498,0.5,0,0,0,0,1,0,1,0,0,0,0
0.25,0,0.694117647,0,0,1,1,1,0,0,0.723880597,0.5,0,0,0,0,1,0,0,0,0,0,0
0,0,0.2,1,0,0,0,1,0.5,1,0.406467662,0.5,0,0,0,1,0,0,0,0,0,0,0
0.25,0,0.129411765,1,0,0,0,1,0,1,0.313930348,0.5,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,1,0,0.010447761,0.75,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.013930348,0.75,0,1,0,0,0,1,0,0,0,0,1
0.75,1,0.282352941,1,1,1,1,1,0.5,1,0.628358209,0.75,0,1,0,0,0,0,0,1,0,0,0
1,0,0.682352941,1,0,1,1,1,1,0,0.205472637,0.5,0,1,0,1,0,0,0,0,0,0,0
1,1,0.352941176,1,1,1,1,1,1,0,0.693532338,0.75,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.015920398,0.5,0,1,0,0,0,1,0,0,0,0,1
0.5,0,0.247058824,0,0,0,0,0,0,0,0.058706468,0.75,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0.5,0,0.008457711,0.75,0,1,0,0,0,1,0,0,0,0,0
0,0,0.2,0,0,0,0,1,0,0,0.256218905,1,0,0,0,1,0,0,0,0,0,0,1
0.75,0,0.694117647,0,0,1,0,1,0.5,0,0.421393035,0.75,0,1,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1,0,0.073631841,1,0,0,0,0,0,1,0,0,0,0,0
0.25,0,0,0,0,0,0,0,0.5,0,0.021393035,1,0,1,0,0,0,1,0,0,0,0,0
0,0,0.094117647,1,0,0,0,0,0,0,0.110447761,0.75,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0.021890547,0.5,0,1,0,0,0,1,0,0,0,0,1
0.75,1,0.611764706,0,0,1,1,1,1,1,0.764676617,0.5,0,0,0,0,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0,0,0,1,0.069651741,0.75,0,0,0,0,0,1,0,0,0,0,0
0.25,0,0.258823529,0,0,0,0,1,0,0,0.265174129,1,0,1,0,0,0,0,0,0,0,1,0
1,1,0.223529412,1,1,1,1,1,1,0,0.740298507,0.75,0,0,0,1,0,0,0,0,0,0,0
1,0,0.6,1,1,1,1,1,1,1,0.253233831,0.75,0,0,0,1,0,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0,1,0,0.006965174,0.75,0,1,0,0,0,1,0,0,0,0,0
0.25,0,0,0,0,0,0,0,0,0,0.02238806,0.75,0,1,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0.5,0,0.016915423,0.75,0,0,0,0,0,1,0,0,0,0,0
0,0,0.058823529,0,0,0,0,1,0,0,0.062189055,0.75,0,0,0,1,0,0,0,0,0,0,1
0.25,0,0,0,0,0,0,0,1,0,0.023383085,0.75,0,1,0,0,0,1,0,0,0,0,0
0.25,0,0.105882353,1,1,1,0,1,0.5,0,0.425870647,0.5,0,0,0,1,0,0,0,0,0,0,0
0.75,1,0.294117647,0,1,0,1,0,0.5,1,0.87960199,1,0,0,0,0,1,0,0,0,0,0,0
1,1,0.188235294,1,1,1,0,1,0,0,0.895522388,0.5,0,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.021393035,0.5,0,1,0,0,0,1,0,0,0,0,1
0,0,0.964705882,0,0,0,0,1,0,1,0.368656716,0.5,0,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.019900498,0.75,0,1,0,0,0,1,0,0,0,1,0
1,1,0.270588235,0,0,1,1,1,0.5,1,0.859701493,0.75,0,1,0,0,1,0,0,0,0,0,0
0.5,0,0.694117647,1,0,1,0,1,1,0,0.566666667,0.5,0,0,0,0,0,0,0,0,0,0,0
1,1,0.270588235,0,0,0,1,1,0.5,0,0.824875622,0.5,0,0,0,0,1,0,0,0,0,0,0
1,1,0.117647059,1,1,1,1,1,1,0,0.502487562,0.75,0,0,0,0,0,0,0,0,0,0,0
1,0,0.341176471,1,1,1,1,1,1,1,0.923383085,0.5,0,0,0,0,1,0,0,0,0,0,0
0.5,0,0.2,0,0,1,1,1,1,1,0.803482587,0.75,0,1,0,0,1,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0,1,0,0.027363184,0.5,0,1,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0.011442786,1,0,1,0,0,0,1,0,0,0,0,0
0.5,1,0.611764706,0,0,1,0,1,0.5,0,0.586567164,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0.5,1,0.011940299,0.75,0,1,0,0,0,1,0,0,0,0,0
0.25,0,1,0,0,0,0,1,0,1,0.065671642,1,0,1,0,0,0,0,0,0,0,1,0
0,0,0.294117647,1,0,1,1,1,0,0,0.229850746,0.5,0,1,0,0,0,0,0,0,0,0,0
0.75,0,0,0,0,0,0,0,0,0,0.013432836,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0.188235294,1,0,1,0,0,0.5,0,0.658706468,0.5,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.019900498,0.5,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.013930348,0.5,0,0,0,0,0,1,0,0,0,0,0
0.25,0,0,0,0,0,0,0,0.5,1,0.023880597,0.5,0,1,0,0,0,1,0,0,1,0,0
0.25,0,0.6,0,0,1,1,1,1,0,0.806467662,0.75,0,0,0,0,1,0,0,0,1,0,0
1,0,0.141176471,1,1,0,0,1,0,0,0.624875622,0.5,0,0,0,0,1,0,0,0,0,0,0
0.5,1,0.223529412,1,1,1,1,1,0,0,0.491044776,0.5,0,0,0,0,0,0,0,0,1,0,0
0,0,0.117647059,0,0,0,0,0,0,1,0.51641791,1,0,0,0,0,1,0,0,0,0,1,0
1,1,0.341176471,1,1,1,1,1,0.5,1,0.962686567,0.75,0,0,0,0,1,0,0,0,0,0,0
0.75,1,0.694117647,0,0,1,1,1,0,1,0.662189055,0.5,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.5,0,0.014427861,0.75,0,1,0,0,0,1,0,0,0,1,0
0,0,0.294117647,1,0,1,0,1,0,1,0.446766169,0.5,0,1,0,0,0,0,0,0,0,0,0
1,1,0.188235294,1,1,0,1,1,1,0,0.554726368,0.5,0,1,0,0,0,0,0,0,0,0,0
0.25,0,0.6,0,0,1,0,1,0,0,0.107960199,0.5,0,0,0,1,0,0,0,0,1,0,0
0,0,0.152941176,0,0,0,1,0,0,0,0.31641791,1,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0.017412935,0.5,0,0,0,0,0,1,0,0,0,0,0
0,0,0.176470588,0,1,0,0,1,0.5,1,0.56119403,1,0,1,0,0,1,0,0,0,0,0,0
0.5,1,0.694117647,1,0,1,1,1,1,1,0.668159204,0.75,0,0,0,1,0,0,0,0,1,0,0
0.5,1,0.129411765,1,1,0,0,1,0,1,0.754726368,0.5,0,0,0,0,1,0,0,0,0,0,0
0.25,1,0.6,0,1,1,1,1,1,0,0.90199005,0.75,0,0,0,0,1,0,0,0,1,0,0
0.25,0,0.694117647,1,1,0,0,0,0.5,0,0.37761194,0.75,0,1,0,1,0,0,0,0,1,0,0
1,1,0,0,0,0,0,0,1,0,0.078109453,0.5,0,1,0,0,0,1,0,0,0,0,0
1,1,0.352941176,1,1,0,0,1,0.5,1,0.668656716,0.75,0,1,0,0,1,0,0,0,0,0,0
0.25,1,0.105882353,0,0,1,0,1,0,1,0.703482587,0.5,0,1,0,0,1,0,0,0,1,0,0
0.75,0,0.494117647,1,0,1,0,1,1,1,0.558208955,0.75,0,0,0,1,0,0,0,0,0,0,0
0,0,0.270588235,0,1,0,0,1,0,0,0.304477612,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0.964705882,1,0,0,0,1,0,1,0.615422886,0.5,0,0,0,0,1,0,0,0,0,0,1
0.25,0,0.176470588,1,1,0,0,0,0,0,0.376119403,0.5,0,0,0,0,0,0,0,0,1,0,0
0.75,1,0.105882353,1,0,0,0,1,0,1,0.711940299,0.5,0,0,0,0,1,0,0,1,0,0,0
0.75,0,0,0,0,0,0,0,0.5,0,0.008457711,1,0,0,0,0,0,1,0,1,0,0,0
0.25,0,0,0,0,0,0,0,0,0,0.020895522,0.75,0,1,0,0,0,1,0,0,0,0,0
1,1,0.270588235,0,1,0,1,1,0.5,1,0.873631841,0.75,0,1,0,0,1,0,0,1,0,0,0
0.5,0,0,0,0,0,0,0,1,1,0.013930348,0.5,0,0,0,0,0,1,0,1,0,0,0
1,0,0.247058824,1,1,0,1,1,1,0,0.413930348,0.5,0,0,0,0,0,0,0,1,0,0,0
1,1,0.023529412,1,1,1,0,0,1,1,0.675124378,0.5,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0.5,0,0.011940299,0.5,0,1,0,0,0,1,0,0,0,0,0
0,0,0.282352941,1,0,0,0,1,0,0,0.784577114,0.5,0,0,0,0,1,0,0,0,0,0,1
0.5,0,0,0,0,0,0,0,1,0,0.014925373,0.5,0,1,0,0,0,1,0,0,1,0,0
1,1,0,0,0,0,0,0,1,0,0.062686567,0.5,0,1,0,0,0,1,0,0,0,0,0
1,0,0.305882353,1,1,0,1,0,1,0,0.302985075,0.5,0,0,0,0,0,0,0,1,0,0,0
1,1,0.023529412,1,1,1,0,1,1,1,0.908457711,0.5,0,0,0,0,1,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0,1,0,0.023880597,0.5,0,1,0,0,0,1,0,1,0,0,0
0,0,0.2,1,1,0,0,1,0,0,0.367661692,0.5,0,0,0,0,0,0,0,0,0,0,1
0.75,1,0,0,0,0,0,0,0.5,0,0.057711443,0.5,0,0,0,0,0,1,0,1,0,0,0
0.5,0,0,0,0,0,0,0,1,1,0.021890547,1,0,0,0,0,0,1,0,0,1,0,0
1,0,0,0,0,0,0,0,1,0,0.009950249,0.5,0,1,0,0,0,1,0,1,0,0,0
0,1,0,0,0,0,0,0,0,1,0.080597015,0.5,0,0,0,0,0,1,0,0,0,0,0
0,0,0.023529412,0,0,0,0,1,0.5,0,0.254228856,0.5,0,0,0,1,0,0,0,0,0,0,0
